"ban_w1","ban_w2","ban_change","eo_banimm","eo_banimm_w2","american_identity","amer_id_shift","dem_rep_ind","rep_ind_dem","dem_p","rep_p","partyid","partyid_w2","some_coll_less","education","education_w2","gender","gender_w2","female","age","age_w2","age_r","income","income_w2","income_less_60","white","race","race_w2","vote_trump","trump_app_r","muslim_scale","key_change","eo_keystone","eo_keystone_w2","wall_change","eo_wall","eo_wall_w2","voted_2016","voted_2016_w2","watch_dem_dummy"
3,NA,NA,5,NA,14,NA,2,1,0,1,2,NA,0,4,NA,1,NA,0,1985,NA,31,3,NA,1,1,1,NA,1,1,15,NA,5,NA,NA,5,NA,2,NA,NA
3,NA,NA,4,NA,20,NA,2,1,0,1,2,NA,1,2,NA,1,NA,0,1991,NA,25,5,NA,0,1,1,NA,1,1,31,NA,3,NA,NA,3,NA,2,NA,NA
1,NA,NA,1,NA,16,NA,1,3,1,0,1,NA,1,3,NA,2,NA,1,1952,NA,64,4,NA,0,1,1,NA,0,0,41,NA,1,NA,NA,1,NA,1,NA,NA
NA,1,NA,NA,2,NA,NA,NA,NA,0,0,NA,2,0,NA,4,NA,2,NA,NA,1984,NA,NA,5,0,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,3,NA,2,1
NA,3,NA,NA,5,NA,NA,NA,NA,0,0,NA,2,0,NA,3,NA,1,NA,NA,1982,NA,NA,2,0,NA,NA,2,NA,NA,NA,NA,NA,5,NA,NA,5,NA,2,1
NA,3,NA,NA,5,NA,NA,NA,NA,0,0,NA,3,0,NA,2,NA,1,NA,NA,1979,NA,NA,4,0,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5,NA,2,1
NA,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,1,0,NA,4,NA,2,NA,NA,1982,NA,NA,2,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1
NA,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,3,0,NA,3,NA,1,NA,NA,1957,NA,NA,3,0,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,1
NA,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,1,0,NA,4,NA,2,NA,NA,1983,NA,NA,5,0,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,3,NA,1,0
NA,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,1,0,NA,4,NA,1,NA,NA,1950,NA,NA,6,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,0
NA,3,NA,NA,4,NA,NA,NA,NA,0,0,NA,2,0,NA,2,NA,2,NA,NA,1979,NA,NA,1,0,NA,NA,2,NA,NA,NA,NA,NA,5,NA,NA,5,NA,1,0
NA,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,3,0,NA,3,NA,1,NA,NA,1962,NA,NA,5,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,1
NA,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,3,0,NA,3,NA,2,NA,NA,1994,NA,NA,4,0,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,3,NA,1,1
NA,1,NA,NA,2,NA,NA,NA,NA,0,0,NA,1,0,NA,2,NA,1,NA,NA,1990,NA,NA,2,0,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,5,NA,2,1
NA,3,NA,NA,5,NA,NA,NA,NA,0,0,NA,3,0,NA,2,NA,2,NA,NA,1947,NA,NA,2,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,5,NA,2,1
NA,1,NA,NA,2,NA,NA,NA,NA,0,0,NA,1,0,NA,3,NA,1,NA,NA,1955,NA,NA,4,0,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,1
NA,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,1,0,NA,3,NA,1,NA,NA,1975,NA,NA,3,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1
NA,3,NA,NA,5,NA,NA,NA,NA,0,0,NA,2,0,NA,4,NA,1,NA,NA,1974,NA,NA,6,0,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,5,NA,2,1
NA,2,NA,NA,3,NA,NA,NA,NA,0,0,NA,1,0,NA,3,NA,2,NA,NA,1971,NA,NA,4,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,0
NA,3,NA,NA,5,NA,NA,NA,NA,0,0,NA,2,0,NA,2,NA,1,NA,NA,1945,NA,NA,4,0,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5,NA,2,1
NA,3,NA,NA,4,NA,NA,NA,NA,0,0,NA,2,0,NA,2,NA,2,NA,NA,1973,NA,NA,4,0,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,4,NA,2,1
NA,2,NA,NA,3,NA,NA,NA,NA,0,0,NA,4,0,NA,1,NA,1,NA,NA,1980,NA,NA,2,0,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,3,NA,4,1
NA,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,3,0,NA,4,NA,2,NA,NA,1962,NA,NA,3,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3,1
NA,3,NA,NA,5,NA,NA,NA,NA,0,0,NA,2,0,NA,4,NA,1,NA,NA,1954,NA,NA,4,0,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5,NA,2,1
NA,2,NA,NA,3,NA,NA,NA,NA,0,0,NA,3,0,NA,2,NA,2,NA,NA,1992,NA,NA,1,0,NA,NA,6,NA,NA,NA,NA,NA,4,NA,NA,2,NA,2,1
NA,2,NA,NA,3,NA,NA,NA,NA,0,0,NA,3,0,NA,2,NA,1,NA,NA,1986,NA,NA,1,0,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,3,NA,4,0
NA,3,NA,NA,4,NA,NA,NA,NA,0,0,NA,3,0,NA,4,NA,2,NA,NA,1986,NA,NA,5,0,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,NA,3,1
NA,2,NA,NA,3,NA,NA,NA,NA,0,0,NA,3,0,NA,3,NA,1,NA,NA,1979,NA,NA,4,0,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,3,NA,2,1
NA,3,NA,NA,4,NA,NA,NA,NA,0,0,NA,2,0,NA,3,NA,1,NA,NA,1973,NA,NA,6,0,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5,NA,2,0
NA,3,NA,NA,5,NA,NA,NA,NA,0,0,NA,2,0,NA,4,NA,1,NA,NA,1975,NA,NA,3,0,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5,NA,2,1
NA,1,NA,NA,2,NA,NA,NA,NA,0,0,NA,1,0,NA,3,NA,1,NA,NA,1987,NA,NA,3,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,1
NA,1,NA,NA,2,NA,NA,NA,NA,0,0,NA,2,0,NA,3,NA,2,NA,NA,1983,NA,NA,2,0,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,3,NA,2,0
NA,3,NA,NA,5,NA,NA,NA,NA,0,0,NA,3,0,NA,3,NA,1,NA,NA,1987,NA,NA,3,0,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,5,NA,2,0
NA,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,3,0,NA,3,NA,2,NA,NA,1974,NA,NA,3,0,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,3,NA,1,0
